ID_CLIENTE,region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,custcat,churn,r_income,ed_mejorada
115,Zone 2,3,37,Unmarried,13,24,Did not complete high school,3,No,Female,1,No,No,No,No,2,0,0,0,0,3.05,0,0,0,0,No,Yes,No,No,No,No,No,Yes,Yes,Basic service,No,Low,1. Did not complete high school
116,Zone 2,53,22,Unmarried,1,25,College degree,0,No,Male,2,No,Yes,Yes,No,12.05,0,27.15,6.5,0,666,0,1469.3,335,0,Yes,No,No,Yes,No,No,No,No,Yes,E-service,No,Low,4. College degree
117,Zone 1,59,42,Unmarried,1,68,High school degree,21,No,Female,1,Yes,No,Yes,No,17.3,21.25,0,19.25,0,997.85,1183.55,0,1160,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,2. High school degree
118,Zone 1,13,34,Unmarried,11,20,Some college,0,No,Female,1,No,No,No,No,4.8,0,0,0,0,71.05,0,0,0,0,No,No,No,Yes,No,No,No,No,No,Basic service,No,Low,3. Some college
119,Zone 3,31,31,Unmarried,4,48,Did not complete high school,15,No,Male,1,No,No,No,No,3.8,0,0,0,0,127.7,0,0,0,0,No,No,No,No,No,Yes,Yes,Yes,No,Plus service,No,Medium,1. Did not complete high school
120,Zone 1,40,29,Married,6,40,High school degree,8,No,Female,5,No,No,No,No,13,0,0,0,0,502.95,0,0,0,0,No,No,No,No,No,Yes,Yes,Yes,No,Plus service,No,Medium,2. High school degree
121,Zone 1,48,55,Unmarried,15,79,Did not complete high school,25,No,Male,1,No,No,Yes,No,13.8,0,0,25.5,0,668.65,0,0,1140,0,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,1. Did not complete high school
122,Zone 3,3,31,Unmarried,1,28,Did not complete high school,0,No,Male,1,Yes,Yes,Yes,No,3.45,15.5,23.3,23.5,0,13.3,48.75,62.95,45,0,No,No,No,Yes,No,No,Yes,No,No,Basic service,Yes,Low,1. Did not complete high school
123,Zone 2,51,48,Unmarried,12,64,High school degree,22,No,Female,1,No,No,Yes,No,14.8,0,0,17,0,708.45,0,0,820,0,No,No,No,No,No,No,No,No,No,Basic service,No,High,2. High school degree
124,Zone 3,33,41,Unmarried,15,37,High school degree,11,No,Male,1,No,No,No,No,12.2,0,0,0,0,415.05,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,Medium,2. High school degree
125,Zone 3,14,47,Married,7,48,Did not complete high school,13,No,Male,2,Yes,No,No,No,4.25,11,0,0,0,55.5,126.45,0,0,0,No,No,No,No,No,No,No,Yes,No,Basic service,No,Medium,1. Did not complete high school
126,Zone 1,17,42,Married,6,131,Post-undergraduate degree,6,No,Male,3,No,Yes,No,Yes,5.8,0,35.35,0,21.65,103.1,0,527.8,0,331.4,Yes,No,No,Yes,No,No,No,No,Yes,E-service,Yes,High,5. Post-undergraduate degree
127,Zone 3,19,29,Married,9,18,High school degree,2,No,Male,3,No,No,No,No,5.4,0,0,0,0,108.5,0,0,0,0,No,No,No,Yes,No,No,Yes,No,Yes,Basic service,Yes,Low,2. High school degree
128,Zone 2,58,36,Unmarried,10,38,High school degree,14,No,Female,1,No,No,Yes,No,10.15,0,0,17.75,0,538.65,0,0,1030,0,Yes,No,No,No,No,No,No,No,No,E-service,No,Medium,2. High school degree
129,Zone 3,22,23,Unmarried,3,37,High school degree,4,No,Female,3,No,Yes,Yes,Yes,5.35,0,28.1,9,24.7,144.05,0,602.2,200,503.5,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Total service,No,Medium,2. High school degree
130,Zone 2,29,31,Married,1,60,College degree,6,No,Male,5,No,Yes,No,No,9.6,0,26.75,0,0,243.9,0,730.8,0,0,Yes,No,No,Yes,No,No,No,No,Yes,E-service,Yes,High,4. College degree
131,Zone 3,14,22,Married,2,13,Some college,0,No,Female,4,No,Yes,No,No,9.45,0,26.85,0,0,117.55,0,364.1,0,0,Yes,No,No,Yes,No,No,No,No,No,E-service,Yes,Low,3. Some college
132,Zone 2,70,64,Married,18,98,Did not complete high school,31,No,Female,2,Yes,No,Yes,Yes,26.15,84,0,11.25,45.45,1805.1,5850.25,0,720,3243.25,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Total service,No,High,1. Did not complete high school
133,Zone 1,62,52,Married,2,195,Did not complete high school,23,No,Male,2,Yes,No,Yes,Yes,23.15,36.75,0,36,34.3,1420.95,2308.25,0,2205,2082.8,Yes,No,No,No,No,No,Yes,Yes,No,Plus service,Yes,Very High,1. Did not complete high school
134,Zone 2,7,35,Married,0,47,Did not complete high school,14,No,Male,5,No,No,No,No,5.2,0,0,0,0,46.9,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,Yes,Medium,1. Did not complete high school
135,Zone 1,56,47,Married,19,65,High school degree,22,No,Male,3,Yes,No,Yes,Yes,12.4,48.75,0,36.5,58.4,744.45,2695.95,0,2070,3084.2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Total service,No,High,2. High school degree
136,Zone 1,50,50,Married,22,150,Post-undergraduate degree,5,No,Female,4,No,Yes,Yes,No,19.3,0,33.4,50.75,0,930.8,0,1719.4,2585,0,Yes,Yes,No,Yes,No,No,Yes,No,Yes,E-service,Yes,High,5. Post-undergraduate degree
137,Zone 2,57,39,Unmarried,6,106,Post-undergraduate degree,8,No,Male,1,Yes,Yes,Yes,Yes,9.05,24.25,41.85,12.25,39.6,568.15,1486.35,2291.4,740,2183.95,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,5. Post-undergraduate degree
138,Zone 3,2,40,Unmarried,19,51,College degree,14,No,Female,1,No,No,No,No,4.25,0,0,0,0,6.8,0,0,0,0,No,Yes,No,Yes,No,No,No,No,Yes,Basic service,No,High,4. College degree
139,Zone 2,40,38,Unmarried,17,96,College degree,0,No,Female,1,No,No,No,No,9.3,0,0,0,0,316.05,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,High,4. College degree
140,Zone 2,6,43,Unmarried,4,33,Post-undergraduate degree,7,No,Male,2,No,No,Yes,Yes,4.25,0,0,16.25,26.75,30,0,0,85,146.55,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Plus service,No,Medium,5. Post-undergraduate degree
141,Zone 3,23,25,Married,6,38,High school degree,1,No,Female,3,Yes,Yes,Yes,No,13.9,23.25,28.5,3.75,0,255,574.85,621.25,65,0,Yes,No,Yes,No,No,Yes,Yes,No,No,Plus service,No,Medium,2. High school degree
142,Zone 3,11,32,Unmarried,6,125,College degree,5,No,Male,1,Yes,Yes,Yes,Yes,3.8,19.25,61.45,19,58.25,31.75,233.4,578.6,200,577.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,Yes,High,4. College degree
143,Zone 1,29,37,Married,13,145,Post-undergraduate degree,0,No,Female,4,Yes,Yes,Yes,Yes,8.6,24,41.15,17.75,28,241.45,713.45,1201.4,495,722.8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Total service,No,High,5. Post-undergraduate degree
144,Zone 1,42,44,Married,2,99,High school degree,21,No,Male,3,Yes,No,Yes,No,22.05,34.75,0,9.75,0,841.55,1501.55,0,395,0,Yes,No,No,No,No,Yes,No,Yes,No,Plus service,No,High,2. High school degree
145,Zone 1,20,34,Married,2,22,College degree,0,No,Female,3,Yes,Yes,Yes,Yes,4.85,18.25,35.05,34.75,31.65,75.45,338.55,731.05,635,570.65,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,No,Low,4. College degree
146,Zone 2,72,60,Married,21,31,Did not complete high school,38,Yes,Male,2,No,No,Yes,No,32.25,0,0,33.5,0,2349.25,0,0,2385,0,Yes,No,No,No,No,No,No,No,No,E-service,No,Medium,1. Did not complete high school
147,Zone 1,2,36,Unmarried,3,25,Did not complete high school,6,No,Female,1,Yes,Yes,Yes,Yes,1.9,15.75,28.7,5,24.15,3.6,23.05,29.05,5,20.95,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Plus service,No,Low,1. Did not complete high school
148,Zone 3,46,25,Unmarried,5,57,Post-undergraduate degree,0,No,Female,2,Yes,Yes,Yes,Yes,20.25,21.25,39.4,9.75,28.35,923.95,968.95,1748.6,445,1246.45,No,No,No,Yes,No,No,Yes,Yes,Yes,Basic service,No,High,5. Post-undergraduate degree
149,Zone 2,39,51,Married,21,41,Post-undergraduate degree,20,No,Male,6,Yes,Yes,Yes,Yes,12.1,20.5,54.3,9.75,35.35,492.8,910.25,2059.7,330,1301.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,No,Medium,5. Post-undergraduate degree
150,Zone 3,24,25,Married,1,20,Some college,1,No,Female,2,No,Yes,No,No,8.15,0,27.95,0,0,209.35,0,615.8,0,0,Yes,No,No,Yes,Yes,No,Yes,No,No,E-service,Yes,Low,3. Some college
151,Zone 3,59,43,Married,4,101,High school degree,22,No,Female,5,No,No,Yes,No,13.65,0,0,20.75,0,817.65,0,0,1195,0,Yes,No,No,No,No,No,No,Yes,No,E-service,No,High,2. High school degree
152,Zone 1,65,37,Unmarried,8,56,High school degree,15,No,Male,1,No,No,Yes,No,10.25,0,0,10.75,0,681.95,0,0,655,0,Yes,No,No,No,No,No,No,No,No,E-service,No,High,2. High school degree
153,Zone 2,50,27,Married,5,22,High school degree,5,No,Female,3,No,No,Yes,No,17.2,0,0,13.25,0,893.3,0,0,750,0,No,No,No,No,No,No,No,No,No,Basic service,No,Low,2. High school degree
154,Zone 1,57,37,Unmarried,11,108,College degree,9,No,Female,1,Yes,Yes,Yes,No,21.8,27.25,42,8,0,1292,1492.1,2394.8,425,0,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Plus service,No,High,4. College degree
155,Zone 3,61,48,Unmarried,14,115,College degree,20,No,Female,1,Yes,Yes,Yes,Yes,12.8,16,39.2,17.25,31,785.7,953.95,2410.1,1015,1799.15,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Total service,No,High,4. College degree
156,Zone 3,34,54,Unmarried,31,53,College degree,22,No,Male,1,Yes,Yes,Yes,Yes,8.1,18,45.6,56.5,66.9,225.4,588.4,1463.8,1880,2304.8,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Total service,No,High,4. College degree
157,Zone 3,38,53,Unmarried,13,242,College degree,12,No,Male,1,Yes,Yes,Yes,Yes,8.95,37.75,54.1,28.5,50.75,396.35,1556.4,1979.1,1020,1934.9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Total service,No,Very High,4. College degree
158,Zone 1,3,24,Married,2,20,High school degree,3,No,Female,5,Yes,No,Yes,No,3.35,22.5,0,9.25,0,7.55,49.55,0,15,0,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Plus service,No,Low,2. High school degree
159,Zone 2,4,47,Unmarried,5,123,College degree,11,No,Male,1,No,Yes,Yes,No,2.5,0,25.3,13.75,0,9.25,0,99.5,40,0,No,No,No,Yes,No,No,Yes,No,Yes,Basic service,No,High,4. College degree
160,Zone 2,15,35,Unmarried,0,34,Did not complete high school,12,No,Male,1,No,No,No,No,3.95,0,0,0,0,47.95,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,Medium,1. Did not complete high school
161,Zone 1,25,29,Married,8,31,College degree,3,No,Female,5,No,Yes,No,No,12.95,0,33.05,0,0,348.9,0,832.85,0,0,Yes,No,No,Yes,No,No,No,No,Yes,E-service,Yes,Medium,4. College degree
162,Zone 3,21,44,Unmarried,25,47,Did not complete high school,12,No,Female,2,No,No,Yes,No,7.05,0,0,14.5,0,182.3,0,0,285,0,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Medium,1. Did not complete high school
163,Zone 3,50,37,Married,11,48,Some college,8,No,Female,2,Yes,No,Yes,No,12.9,27.75,0,8.75,0,669.75,1445.15,0,445,0,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Medium,3. Some college
164,Zone 2,65,64,Married,22,13,High school degree,5,Yes,Female,3,Yes,No,Yes,No,14.6,33,0,15.75,0,921.7,1990.2,0,930,0,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Low,2. High school degree
165,Zone 2,59,52,Married,18,78,Did not complete high school,25,No,Male,2,No,No,No,No,18.6,0,0,0,0,1179.05,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,High,1. Did not complete high school
166,Zone 3,29,26,Unmarried,7,34,Did not complete high school,7,No,Female,2,No,No,Yes,No,6.5,0,0,16,0,198.7,0,0,490,0,No,No,No,No,Yes,Yes,No,No,No,Plus service,No,Medium,1. Did not complete high school
167,Zone 1,60,46,Unmarried,17,81,Post-undergraduate degree,9,No,Female,1,No,Yes,Yes,No,17.45,0,39.25,10.25,0,1067,0,2331.7,610,0,Yes,No,No,Yes,No,No,No,No,Yes,E-service,No,High,5. Post-undergraduate degree
168,Zone 1,71,45,Married,14,86,High school degree,25,No,Male,2,No,Yes,Yes,No,45.05,0,33,35,0,3235.9,0,2386.5,2495,0,Yes,No,No,Yes,No,No,No,No,No,E-service,No,High,2. High school degree
169,Zone 3,38,27,Married,0,26,College degree,2,No,Male,4,No,Yes,Yes,Yes,12.2,0,38.75,9.25,28.05,477.5,0,1430,365,1111,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Total service,Yes,Low,4. College degree
170,Zone 3,16,34,Married,5,51,High school degree,8,No,Female,5,No,No,Yes,No,4.7,0,0,16.5,0,61.5,0,0,260,0,No,No,No,No,No,No,No,No,No,Basic service,No,High,2. High school degree
171,Zone 3,7,31,Unmarried,10,59,Some college,10,No,Male,1,No,Yes,No,No,2.45,0,29.8,0,0,16.35,0,170.2,0,0,No,Yes,No,No,No,Yes,No,No,Yes,Basic service,No,High,3. Some college
172,Zone 1,59,53,Unmarried,21,112,College degree,16,No,Male,1,No,Yes,No,Yes,21.1,0,38.55,0,25.3,1236.3,0,2190.1,0,1465.35,Yes,No,No,Yes,No,No,No,No,Yes,E-service,Yes,High,4. College degree
173,Zone 2,22,56,Married,14,57,College degree,28,No,Male,2,Yes,Yes,Yes,Yes,6.2,18.25,36.65,10.5,28.8,135.2,417.55,748.3,250,649.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Total service,No,High,4. College degree
174,Zone 1,18,48,Married,20,41,Did not complete high school,2,No,Female,2,Yes,No,Yes,No,4.35,13,0,8,0,59.15,220.95,0,135,0,No,No,No,No,Yes,Yes,No,No,No,Basic service,No,Medium,1. Did not complete high school
175,Zone 2,64,46,Married,19,168,High school degree,26,No,Female,2,Yes,Yes,Yes,Yes,14.2,71,73.8,38.75,62.45,928.8,4667.75,4758.1,2460,3704.05,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,No,Very High,2. High school degree
176,Zone 2,7,33,Unmarried,4,29,College degree,4,No,Female,3,No,Yes,No,No,4.65,0,28.35,0,0,35.45,0,166.5,0,0,No,No,No,Yes,No,No,No,No,Yes,Basic service,Yes,Low,4. College degree
177,Zone 3,65,58,Unmarried,13,167,High school degree,14,No,Female,2,No,No,Yes,No,24.3,0,0,17.25,0,1642.35,0,0,1110,0,Yes,No,No,No,No,No,No,No,No,E-service,No,Very High,2. High school degree
178,Zone 3,7,24,Unmarried,5,29,High school degree,3,No,Male,3,Yes,No,No,No,4.45,13.5,0,0,0,43.7,109.5,0,0,0,No,No,Yes,Yes,No,No,No,Yes,No,Basic service,Yes,Low,2. High school degree
179,Zone 1,64,55,Unmarried,28,104,Did not complete high school,26,No,Female,1,No,No,Yes,No,15,0,0,39.25,0,960.95,0,0,2360,0,No,No,No,No,Yes,No,No,Yes,No,Plus service,No,High,1. Did not complete high school
180,Zone 3,42,22,Married,0,46,College degree,0,No,Male,2,Yes,Yes,Yes,Yes,9.35,20.25,51.35,6,36,311.85,850.65,2099.6,270,1503.65,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Total service,Yes,Medium,4. College degree
181,Zone 3,33,26,Unmarried,5,46,College degree,1,No,Female,3,Yes,Yes,Yes,Yes,11,17.5,40.9,6,32.05,350.05,593.1,1347.7,185,1009.5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,No,Medium,4. College degree
182,Zone 1,3,33,Unmarried,8,51,College degree,0,No,Female,1,No,Yes,No,No,2.9,0,19.9,0,0,12.05,0,40.15,0,0,No,No,No,No,No,No,No,No,No,Basic service,Yes,High,4. College degree
183,Zone 2,69,42,Married,11,65,High school degree,18,No,Male,2,Yes,Yes,Yes,Yes,14.2,30.5,64.2,31.5,66.55,1007.5,2082.75,4167.7,2125,4399.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,No,High,2. High school degree
184,Zone 2,9,33,Unmarried,1,48,High school degree,13,No,Male,2,Yes,No,Yes,No,3.15,13.25,0,30.5,0,39.75,110.05,0,275,0,No,No,No,No,Yes,Yes,No,No,No,Basic service,No,Medium,2. High school degree
185,Zone 3,22,34,Married,1,46,Some college,1,No,Male,4,No,Yes,No,No,7.1,0,23.4,0,0,125.05,0,484.1,0,0,Yes,No,No,Yes,No,No,No,No,No,E-service,No,Medium,3. Some college
186,Zone 2,53,63,Married,15,43,High school degree,18,No,Male,2,No,Yes,Yes,No,14.85,0,37,11,0,808.95,0,2012.6,535,0,Yes,No,No,Yes,No,No,No,No,Yes,E-service,No,Medium,2. High school degree
187,Zone 3,71,53,Unmarried,30,110,Did not complete high school,34,No,Male,1,No,No,Yes,No,17.45,0,0,14.75,0,1249.8,0,0,1100,0,Yes,No,No,No,No,No,No,No,No,E-service,No,High,1. Did not complete high school
188,Zone 3,24,26,Unmarried,2,32,Some college,2,No,Male,3,No,No,No,No,4.25,0,0,0,0,97.35,0,0,0,0,No,No,No,No,No,No,No,No,Yes,Basic service,No,Medium,3. Some college
189,Zone 3,12,22,Married,1,18,Some college,0,No,Female,2,No,No,No,No,4.65,0,0,0,0,57.7,0,0,0,0,No,No,No,Yes,No,No,No,No,Yes,Basic service,No,Low,3. Some college
190,Zone 1,25,39,Married,1,26,College degree,0,No,Male,4,No,Yes,Yes,Yes,14.45,0,35.95,23,24.75,349.9,0,895.05,515,640.8,Yes,Yes,Yes,Yes,No,No,No,No,Yes,E-service,Yes,Low,4. College degree
191,Zone 3,63,28,Married,9,34,High school degree,10,No,Female,6,Yes,No,Yes,Yes,15,40,0,17.5,45.1,934.05,2465.4,0,1120,2770.35,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Medium,2. High school degree
192,Zone 1,33,54,Married,18,57,College degree,4,No,Female,3,Yes,Yes,No,No,7.5,30.25,33.9,0,0,226.25,1105.75,1108.5,0,0,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Plus service,Yes,High,4. College degree
193,Zone 2,57,54,Married,20,21,High school degree,0,No,Female,3,No,No,Yes,No,10.6,0,0,17,0,565.55,0,0,930,0,No,No,No,No,No,No,No,No,No,Basic service,No,Low,2. High school degree
194,Zone 3,13,33,Unmarried,7,38,Some college,10,No,Female,1,Yes,Yes,Yes,Yes,5.05,18.5,40.8,12.5,28.85,48.6,199.5,480.85,155,318.9,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Total service,No,Medium,3. Some college
195,Zone 1,13,21,Unmarried,2,19,Some college,0,No,Female,1,No,Yes,Yes,No,7.9,0,25.2,5,0,98.35,0,311.65,40,0,Yes,No,No,Yes,No,No,No,No,No,E-service,Yes,Low,3. Some college
196,Zone 1,71,39,Unmarried,2,40,Some college,17,No,Male,1,Yes,No,Yes,No,36.25,27.75,0,38.5,0,2553.7,1916.25,0,2620,0,Yes,Yes,No,No,No,Yes,No,Yes,No,Plus service,No,Medium,3. Some college
197,Zone 3,18,69,Married,11,58,Some college,8,No,Male,2,Yes,Yes,Yes,Yes,6.35,27.25,53.95,11.75,63,118.05,454.05,896.8,175,1049.95,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,No,High,3. Some college
198,Zone 1,17,51,Married,10,95,High school degree,15,No,Female,2,No,No,No,No,7.45,0,0,0,0,132.9,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,Yes,High,2. High school degree
199,Zone 2,22,43,Unmarried,4,114,High school degree,19,No,Male,1,No,Yes,No,No,9.25,0,22.7,0,0,202.8,0,428.7,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,High,2. High school degree
200,Zone 2,65,65,Married,27,128,Some college,24,No,Male,2,Yes,No,Yes,No,21.2,24,0,14.5,0,1325.05,1483.55,0,940,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,High,3. Some college
201,Zone 3,7,40,Unmarried,9,33,College degree,2,No,Female,1,No,No,No,No,2.8,0,0,0,0,16.85,0,0,0,0,No,No,No,Yes,No,No,No,No,Yes,Basic service,No,Medium,4. College degree
202,Zone 3,72,66,Unmarried,30,460,College degree,41,No,Female,1,No,Yes,Yes,No,89.4,0,46.55,18.75,0,6353.9,0,3411.2,1245,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Total service,No,Very High,4. College degree
203,Zone 1,35,43,Unmarried,12,224,Some college,17,No,Male,1,No,No,Yes,No,7.7,0,0,9.5,0,271.55,0,0,330,0,No,No,No,No,No,No,No,No,No,Basic service,No,Very High,3. Some college
204,Zone 1,24,39,Unmarried,2,122,College degree,12,No,Male,3,Yes,No,Yes,Yes,4.45,26.25,0,9.75,35.9,98.35,625.95,0,210,844.95,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Total service,No,High,4. College degree
205,Zone 1,64,24,Married,0,23,Some college,1,No,Female,5,No,Yes,No,No,7,0,35.55,0,0,394.6,0,2182.4,0,0,Yes,No,No,Yes,No,Yes,No,Yes,No,E-service,No,Low,3. Some college
206,Zone 2,63,63,Married,19,191,Some college,27,No,Male,2,No,No,Yes,No,12.7,0,0,7,0,782.45,0,0,435,0,Yes,No,No,No,No,No,No,No,No,E-service,No,Very High,3. Some college
207,Zone 1,38,31,Married,7,187,College degree,6,No,Male,3,Yes,No,Yes,Yes,12.65,21.25,0,34,47.85,448.75,834,0,1165,1801.75,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Total service,Yes,Very High,4. College degree
208,Zone 2,29,37,Married,9,119,Some college,12,No,Male,3,No,No,No,No,4.6,0,0,0,0,138.7,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,High,3. Some college
209,Zone 1,72,69,Married,49,44,High school degree,44,Yes,Female,2,No,No,Yes,No,99.95,0,0,12.5,0,7257.6,0,0,875,0,Yes,No,No,No,No,Yes,No,Yes,No,Plus service,No,Medium,2. High school degree
210,Zone 1,10,27,Married,2,15,Some college,2,No,Female,2,Yes,Yes,Yes,Yes,7.5,12.75,48.65,7.5,39.5,66.45,154.9,442.15,60,377.35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Total service,Yes,Low,3. Some college
211,Zone 3,72,64,Unmarried,41,674,College degree,37,No,Female,1,Yes,No,Yes,Yes,49.6,32.75,0,48.75,60.15,3535.8,2378.15,0,3465,4366.2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Very High,4. College degree
212,Zone 3,52,23,Married,4,33,College degree,0,No,Female,2,Yes,No,Yes,No,13.1,18.25,0,18.75,0,757.8,945.15,0,920,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Medium,4. College degree
213,Zone 3,13,55,Unmarried,3,250,High school degree,35,No,Female,2,No,No,No,No,4.1,0,0,0,0,50.1,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,No,Very High,2. High school degree
214,Zone 1,3,33,Unmarried,6,64,College degree,0,No,Male,2,No,Yes,No,No,2.15,0,20.75,0,0,6,0,53.1,0,0,No,No,No,No,No,No,No,No,Yes,Basic service,Yes,High,4. College degree
215,Zone 3,39,24,Married,2,26,High school degree,4,No,Male,4,No,No,Yes,No,10.4,0,0,12.5,0,403.5,0,0,480,0,No,No,No,No,No,No,No,No,Yes,Basic service,Yes,Low,2. High school degree
216,Zone 2,28,29,Unmarried,4,23,Some college,5,No,Male,2,No,No,No,No,3.7,0,0,0,0,91.95,0,0,0,0,Yes,No,No,Yes,No,No,Yes,Yes,Yes,E-service,No,Low,3. Some college
217,Zone 2,46,42,Unmarried,9,52,College degree,7,No,Male,3,No,No,Yes,No,14.25,0,0,21,0,611.65,0,0,985,0,Yes,No,No,No,No,No,No,No,No,E-service,No,High,4. College degree
218,Zone 2,62,46,Unmarried,27,200,Some college,9,No,Female,1,No,No,Yes,No,26.25,0,0,74,0,1625.35,0,0,4590,0,No,No,No,No,No,No,No,No,No,Basic service,No,Very High,3. Some college
219,Zone 2,23,33,Married,7,28,Did not complete high school,4,No,Male,2,No,No,Yes,No,6.9,0,0,14,0,177.4,0,0,340,0,No,No,No,No,Yes,Yes,Yes,No,No,Plus service,No,Low,1. Did not complete high school
220,Zone 3,23,25,Married,5,19,Post-undergraduate degree,0,No,Male,3,Yes,Yes,No,No,6.95,25,36.7,0,0,157.1,562.2,829.1,0,0,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Total service,Yes,Low,5. Post-undergraduate degree
221,Zone 2,72,61,Married,39,76,Some college,21,No,Male,2,Yes,Yes,Yes,Yes,54.8,67.25,51.35,69.5,55.5,3983.6,4905.85,3761.8,4975,4097.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Total service,No,High,3. Some college
222,Zone 3,56,60,Unmarried,26,70,High school degree,20,No,Male,1,No,Yes,No,Yes,7.75,0,29.3,0,26.15,397.15,0,1638.2,0,1340.75,No,No,No,No,No,No,No,No,Yes,Basic service,No,High,2. High school degree
223,Zone 1,8,30,Unmarried,1,34,High school degree,9,No,Female,1,No,No,Yes,No,4.25,0,0,13.25,0,28.65,0,0,75,0,No,No,No,No,Yes,No,Yes,Yes,No,Plus service,No,Medium,2. High school degree
224,Zone 3,3,36,Unmarried,7,34,Post-undergraduate degree,3,No,Female,3,Yes,Yes,No,No,2.7,13,24,0,0,7,35.65,55.9,0,0,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Total service,No,Medium,5. Post-undergraduate degree
225,Zone 3,37,37,Unmarried,7,172,Some college,13,No,Male,1,No,No,No,No,6.85,0,0,0,0,258.5,0,0,0,0,No,No,No,No,No,No,No,No,Yes,Basic service,No,Very High,3. Some college
226,Zone 3,37,53,Married,13,48,Did not complete high school,10,No,Male,3,Yes,No,Yes,No,12.55,23.5,0,10.25,0,439.55,876.05,0,350,0,No,No,No,No,Yes,Yes,Yes,Yes,No,Plus service,No,Medium,1. Did not complete high school
227,Zone 2,6,30,Unmarried,9,45,High school degree,2,No,Female,1,No,No,No,No,1.35,0,0,0,0,9.95,0,0,0,0,No,No,No,No,No,No,No,No,No,Basic service,Yes,Medium,2. High school degree
228,Zone 1,48,47,Unmarried,9,72,Some college,13,No,Male,5,Yes,No,Yes,Yes,15.3,28.5,0,16,32.55,732.35,1352.1,0,790,1559.1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Total service,Yes,High,3. Some college
229,Zone 2,43,43,Married,3,55,College degree,18,No,Female,4,Yes,Yes,Yes,Yes,9.1,40.75,48.4,16,50.6,422.7,1802.5,1976.7,675,2244.8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Total service,No,High,4. College degree
